pageNumber,productName,productPrice,productSummaryDesc,productDetailedDesc,stock,sku,categories,tags,productURL
23,Relicanth,£157.00,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokémon’s body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,14 in stock,7988,"Longevity, Pokemon","Longevity, relicanth, Rock Head",https://scrapeme.live/shop/Relicanth/
23,Luvdisc,£44.00,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,Luvdisc’s heart-shaped body is a symbol of love and romance. It is said that any couple meeting this Pokémon is promised a loving relationship that never ends.,190 in stock,4868,"Pokemon, Rendezvous","luvdisc, Rendezvous, Swift Swim",https://scrapeme.live/shop/Luvdisc/
23,Bagon,£34.00,"Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.","Bagon harbors a never-ending dream of one day soaring high among the clouds. As if trying to dispel its frustration over its inability to fly, this Pokémon slams its hard head against huge rocks and shatters them into pebbles.",232 in stock,3372,"Pokemon, Rock Head","bagon, Rock Head",https://scrapeme.live/shop/Bagon/
23,Shelgon,£56.00,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.","Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern.",76 in stock,1384,"Endurance, Pokemon","Endurance, Rock Head, shelgon",https://scrapeme.live/shop/Shelgon/
23,Salamence,£62.00,"By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.","By evolving into Salamence, this Pokémon finally realizes its long-held dream of growing wings. To express its joy, it flies and wheels all over the sky while spouting flames from its mouth.",242 in stock,7686,"Dragon, Pokemon","Dragon, Intimidate, salamence",https://scrapeme.live/shop/Salamence/
23,Beldum,£122.00,"Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.","Beldum keeps itself floating by generating a magnetic force that repels earth’s natural magnetism. When it sleeps, this Pokémon anchors itself to a cliff using the hooks on its rear.",93 in stock,3484,"Iron Ball, Pokemon","beldum, Clear Body, Iron Ball",https://scrapeme.live/shop/Beldum/
23,Metang,£78.00,"When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.","When two Beldum fuse together, Metang is formed. The brains of the Beldum are joined by a magnetic nervous system. This Pokémon turns its arms to the rear for traveling at high speed.",227 in stock,6906,"Iron Claw, Pokemon","Clear Body, Iron Claw, metang",https://scrapeme.live/shop/Metang/
23,Metagross,£170.00,"Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.","Metagross is the result of two Metang achieving fusion. When hunting, this Pokémon pins the prey to the ground under its massive body. It then eats the helpless victim using the large mouth on its stomach.",177 in stock,8825,"Iron Leg, Pokemon","Clear Body, Iron Leg, metagross",https://scrapeme.live/shop/Metagross/
24,Regirock,£66.00,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.","Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations.",65 in stock,5687,"Pokemon, Rock Peak","Clear Body, regirock, Rock Peak",https://scrapeme.live/shop/Regirock/
24,Regice,£165.00,"Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.","Regice cloaks itself with frigid air of -328 degrees Fahrenheit. Things will freeze solid just by going near this Pokémon. Its icy body is so cold, it will not melt even if it is immersed in magma.",107 in stock,2261,"Iceberg, Pokemon","Clear Body, Iceberg, regice",https://scrapeme.live/shop/Regice/
24,Registeel,£196.00,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,Registeel was imprisoned by people in ancient times. The metal composing its body is thought to be a curious substance that is not of this earth.,67 in stock,6723,"Iron, Pokemon","Clear Body, Iron, registeel",https://scrapeme.live/shop/Registeel/
24,Latias,£126.00,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,Latias is highly intelligent and capable of understanding human speech. It is covered with a glass-like down. The Pokémon enfolds its body with its down and refracts light to alter its appearance.,245 in stock,5077,"Eon, Pokemon","Eon, latias, Levitate",https://scrapeme.live/shop/Latias/
24,Latios,£166.00,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,Latios will only open its heart to a Trainer with a compassionate spirit. This Pokémon can fly faster than a jet plane by folding its forelegs to minimize air resistance.,197 in stock,7850,"Eon, Pokemon","Eon, latios, Levitate",https://scrapeme.live/shop/Latios/
24,Kyogre,£27.00,"Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.","Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature.",136 in stock,5206,"Pokemon, Sea Basin","Drizzle, kyogre, Sea Basin",https://scrapeme.live/shop/Kyogre/
24,Groudon,£124.00,"Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.","Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world.",138 in stock,6626,"Continent, Pokemon","Continent, Drought, groudon",https://scrapeme.live/shop/Groudon/
24,Rayquaza,£97.00,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.","It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve.",31 in stock,5410,"Pokemon, Sky High","Air Lock, rayquaza, Sky High",https://scrapeme.live/shop/Rayquaza/
24,Jirachi,£111.00,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.,294 in stock,7952,"Pokemon, Wish","jirachi, Serene Grace, Wish",https://scrapeme.live/shop/Jirachi/
24,Turtwig,£101.00,"It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.","It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty.",254 in stock,8788,"Pokemon, Tiny Leaf","Overgrow, Tiny Leaf, turtwig",https://scrapeme.live/shop/Turtwig/
24,Grotle,£154.00,It knows where pure water wells up. It carries fellow Pokémon there on its back.,It knows where pure water wells up. It carries fellow Pokémon there on its back.,187 in stock,7359,"Grove, Pokemon","grotle, Grove, Overgrow",https://scrapeme.live/shop/Grotle/
24,Torterra,£87.00,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,Small Pokémon occasionally gather on its unmoving back to begin building their nests.,146 in stock,8373,"Continent, Pokemon","Continent, Overgrow, torterra",https://scrapeme.live/shop/Torterra/
24,Chimchar,£143.00,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.,242 in stock,5021,"Chimp, Pokemon","Blaze, chimchar, Chimp",https://scrapeme.live/shop/Chimchar/
24,Monferno,£68.00,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.,299 in stock,8413,"Playful, Pokemon","Blaze, monferno, Playful",https://scrapeme.live/shop/Monferno/
24,Infernape,£165.00,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.,82 in stock,3225,"Flame, Pokemon","Blaze, Flame, infernape",https://scrapeme.live/shop/Infernape/
24,Prinplup,£177.00,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.,52 in stock,5785,"Penguin, Pokemon","Penguin, prinplup, Torrent",https://scrapeme.live/shop/Prinplup/
25,Empoleon,£42.00,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,The three horns that extend from its beak attest to its power. The leader has the biggest horns.,232 in stock,2449,"Emperor, Pokemon","Emperor, empoleon, Torrent",https://scrapeme.live/shop/Empoleon/
25,Starly,£59.00,"They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.","They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying.",110 in stock,3055,"Pokemon, Starling","Keen Eye, Starling, starly",https://scrapeme.live/shop/Starly/
25,Staravia,£158.00,It lives in forests and fields. Squabbles over territory occur when flocks collide.,It lives in forests and fields. Squabbles over territory occur when flocks collide.,263 in stock,1799,"Pokemon, Starling","Intimidate, staravia, Starling",https://scrapeme.live/shop/Staravia/
25,Staraptor,£42.00,"When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.","When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings.",131 in stock,9866,"Pokemon, Predator","Intimidate, Predator, staraptor",https://scrapeme.live/shop/Staraptor/
25,Bidoof,£128.00,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.,264 in stock,1171,"Plump Mouse, Pokemon","bidoof, Plump Mouse, Simple",https://scrapeme.live/shop/Bidoof/
25,Bibarel,£114.00,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,It makes its nest by damming streams with bark and mud. It is known as an industrious worker.,156 in stock,6844,"Beaver, Pokemon","Beaver, bibarel, Simple",https://scrapeme.live/shop/Bibarel/
25,Kricketot,£94.00,"When its antennae hit each other, it sounds like the music of a xylophone.","When its antennae hit each other, it sounds like the music of a xylophone.",137 in stock,9812,"Cricket, Pokemon","Cricket, kricketot, Shed Skin",https://scrapeme.live/shop/Kricketot/
25,Kricketune,£53.00,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,It signals its emotions with its melodies. Scientists are studying these melodic patterns.,186 in stock,8726,"Cricket, Pokemon","Cricket, kricketune, Swarm",https://scrapeme.live/shop/Kricketune/
25,Shinx,£149.00,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,295 in stock,1507,"Flash, Pokemon","Flash, Intimidate, shinx",https://scrapeme.live/shop/Shinx/
25,Luxio,£168.00,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,222 in stock,9734,"Pokemon, Spark","Intimidate, luxio, Spark",https://scrapeme.live/shop/Luxio/
25,Luxray,£43.00,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,Luxray’s ability to see through objects comes in handy when it’s scouting for danger.,227 in stock,4317,"Gleam Eyes, Pokemon","Gleam Eyes, Intimidate, luxray",https://scrapeme.live/shop/Luxray/
25,Budew,£171.00,"Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.","Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen.",62 in stock,3438,"Bud, Pokemon","Bud, budew, Poison Point",https://scrapeme.live/shop/Budew/
25,Roserade,£155.00,"With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.","With the movements of a dancer, it strikes with whips that are densely lined with poison thorns.",116 in stock,7696,"Bouquet, Pokemon","Bouquet, Poison Point, roserade",https://scrapeme.live/shop/Roserade/
25,Cranidos,£47.00,"A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.","A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts.",98 in stock,8627,"Head Butt, Pokemon","cranidos, Head Butt, Mold Breaker",https://scrapeme.live/shop/Cranidos/
25,Rampardos,£196.00,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.,91 in stock,3536,"Head Butt, Pokemon","Head Butt, Mold Breaker, rampardos",https://scrapeme.live/shop/Rampardos/
25,Shieldon,£42.00,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.,284 in stock,9942,"Pokemon, Shield","Shield, shieldon, Sturdy",https://scrapeme.live/shop/Shieldon/
26,Bastiodon,£191.00,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.,14 in stock,6537,"Pokemon, Shield","bastiodon, Shield, Sturdy",https://scrapeme.live/shop/Bastiodon/
26,Burmy,£91.00,"If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby.",266 in stock,6129,"Bagworm, Pokemon","Bagworm, burmy, Shed Skin",https://scrapeme.live/shop/Burmy/
26,Mothim,£177.00,It flutters around at night and steals honey from the Combee hive.,It flutters around at night and steals honey from the Combee hive.,151 in stock,2443,"Moth, Pokemon","Moth, mothim, Swarm",https://scrapeme.live/shop/Mothim/
26,Combee,£111.00,"It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep.",254 in stock,7856,"Pokemon, Tiny Bee","combee, Honey Gather, Tiny Bee",https://scrapeme.live/shop/Combee/
26,Vespiquen,£104.00,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.,123 in stock,1078,"Beehive, Pokemon","Beehive, Pressure, vespiquen",https://scrapeme.live/shop/Vespiquen/
26,Pachirisu,£151.00,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,86 in stock,2264,"EleSquirrel, Pokemon","EleSquirrel, pachirisu, Run Away",https://scrapeme.live/shop/Pachirisu/
26,Buizel,£55.00,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.,62 in stock,9044,"Pokemon, Sea Weasel","buizel, Sea Weasel, Swift Swim",https://scrapeme.live/shop/Buizel/
26,Floatzel,£40.00,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.,116 in stock,4591,"Pokemon, Sea Weasel","floatzel, Sea Weasel, Swift Swim",https://scrapeme.live/shop/Floatzel/
26,Cherubi,£101.00,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,It evolves by sucking the energy out of the small ball where it had been storing nutrients.,127 in stock,5681,"Cherry, Pokemon","Cherry, cherubi, Chlorophyll",https://scrapeme.live/shop/Cherubi/
26,Cherrim,£161.00,"If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.","If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body.",143 in stock,2914,"Blossom, Pokemon","Blossom, cherrim, Flower Gift",https://scrapeme.live/shop/Cherrim/
26,Shellos,£163.00,"Its shape and coloration vary, depending on its habitat.","Its shape and coloration vary, depending on its habitat.",149 in stock,4538,"Pokemon, Sea Slug","Sea Slug, shellos, Sticky Hold",https://scrapeme.live/shop/Shellos/
26,Gastrodon,£148.00,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.,119 in stock,8490,"Pokemon, Sea Slug","gastrodon, Sea Slug, Sticky Hold",https://scrapeme.live/shop/Gastrodon/
26,Ambipom,£36.00,"To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.","To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now.",247 in stock,9199,"Long Tail, Pokemon","ambipom, Long Tail, Pickup",https://scrapeme.live/shop/Ambipom/
26,Drifloon,£70.00,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.,84 in stock,6748,"Balloon, Pokemon","Aftermath, Balloon, drifloon",https://scrapeme.live/shop/Drifloon/
26,Drifblim,£36.00,"It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.","It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go.",233 in stock,9301,"Blimp, Pokemon","Aftermath, Blimp, drifblim",https://scrapeme.live/shop/Drifblim/
26,Buneary,£180.00,"When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.","When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur.",204 in stock,6054,"Pokemon, Rabbit","buneary, Rabbit, Run Away",https://scrapeme.live/shop/Buneary/
27,Lopunny,£123.00,"The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.","The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs.",85 in stock,1079,"Pokemon, Rabbit","Cute Charm, lopunny, Rabbit",https://scrapeme.live/shop/Lopunny/
27,Mismagius,£38.00,Its cries sound like incantations to torment the foe. It appears where you least expect it.,Its cries sound like incantations to torment the foe. It appears where you least expect it.,215 in stock,7198,"Magical, Pokemon","Levitate, Magical, mismagius",https://scrapeme.live/shop/Mismagius/
27,Honchkrow,£47.00,"Becoming active at night, it is known to swarm with numerous Murkrow in tow.","Becoming active at night, it is known to swarm with numerous Murkrow in tow.",56 in stock,7873,"Big Boss, Pokemon","Big Boss, honchkrow, Insomnia",https://scrapeme.live/shop/Honchkrow/
27,Glameow,£39.00,"When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.","When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon.",96 in stock,5014,"Catty, Pokemon","Catty, glameow, Limber",https://scrapeme.live/shop/Glameow/
27,Purugly,£128.00,"To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.","To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails.",158 in stock,6724,"Pokemon, Tiger Cat","Own Tempo, purugly, Tiger Cat",https://scrapeme.live/shop/Purugly/
27,Stunky,£106.00,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.,12 in stock,7336,"Pokemon, Skunk","Skunk, Stench, stunky",https://scrapeme.live/shop/Stunky/
27,Skuntank,£112.00,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.,56 in stock,6511,"Pokemon, Skunk","Skunk, skuntank, Stench",https://scrapeme.live/shop/Skuntank/
27,Bronzong,£110.00,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.,191 in stock,3873,"Bronze Bell, Pokemon","Bronze Bell, bronzong, Levitate",https://scrapeme.live/shop/Bronzong/
27,Bonsly,£106.00,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.,273 in stock,2897,"Bonsai, Pokemon","Bonsai, bonsly, Rock Head",https://scrapeme.live/shop/Bonsly/
27,Mime-jr,£170.00,"It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon.",188 in stock,3409,"Mime, Pokemon","Mime, mime-jr, Soundproof",https://scrapeme.live/shop/Mime-jr/
27,Happiny,£67.00,"It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.","It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks.",270 in stock,4766,"Playhouse, Pokemon","happiny, Natural Cure, Playhouse",https://scrapeme.live/shop/Happiny/
27,Chatot,£78.00,"It can learn and speak human words. If they gather, they all learn the same saying.","It can learn and speak human words. If they gather, they all learn the same saying.",261 in stock,1336,"Music Note, Pokemon","chatot, Keen Eye, Music Note",https://scrapeme.live/shop/Chatot/
27,Spiritomb,£165.00,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.,51 in stock,7680,"Forbidden, Pokemon","Forbidden, Pressure, spiritomb",https://scrapeme.live/shop/Spiritomb/
27,Gible,£194.00,"It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close.",178 in stock,6182,"Land Shark, Pokemon","gible, Land Shark, Sand Veil",https://scrapeme.live/shop/Gible/
27,Gabite,£154.00,"As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.","As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest.",128 in stock,4593,"Cave, Pokemon","Cave, gabite, Sand Veil",https://scrapeme.live/shop/Gabite/
27,Garchomp,£62.00,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.,65 in stock,8222,"Mach, Pokemon","garchomp, Mach, Sand Veil",https://scrapeme.live/shop/Garchomp/
28,Munchlax,£190.00,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.,239 in stock,3240,"Big Eater, Pokemon","Big Eater, munchlax, Pickup",https://scrapeme.live/shop/Munchlax/
28,Riolu,£70.00,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,The aura that emanates from its body intensifies to alert others if it is afraid or sad.,86 in stock,6986,"Emanation, Pokemon","Emanation, Inner Focus, riolu",https://scrapeme.live/shop/Riolu/
28,Lucario,£102.00,"By reading the auras of all things, it can tell how others are feeling from over half a mile away.","By reading the auras of all things, it can tell how others are feeling from over half a mile away.",24 in stock,1059,"Aura, Pokemon","Aura, Inner Focus, lucario",https://scrapeme.live/shop/Lucario/
28,Hippopotas,£189.00,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.,231 in stock,2949,"Hippo, Pokemon","Hippo, hippopotas, Sand Stream",https://scrapeme.live/shop/Hippopotas/
28,Hippowdon,£140.00,It blasts internally stored sand from ports on its body to create a towering twister for attack.,It blasts internally stored sand from ports on its body to create a towering twister for attack.,273 in stock,4356,"Heavyweight, Pokemon","Heavyweight, hippowdon, Sand Stream",https://scrapeme.live/shop/Hippowdon/
28,Skorupi,£51.00,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.,42 in stock,8128,"Pokemon, Scorpion","Scorpion, skorupi, Sniper",https://scrapeme.live/shop/Skorupi/
28,Drapion,£72.00,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,It has the power in its clawed arms to make scrap of a car. The tips of its claws release poison.,273 in stock,6958,"Ogre Scorpion, Pokemon","drapion, Ogre Scorpion, Sniper",https://scrapeme.live/shop/Drapion/
28,Croagunk,£145.00,"Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.","Inflating its poison sacs, it fills the area with an odd sound and hits flinching opponents with a poison jab.",207 in stock,7116,"Pokemon, Toxic Mouth","croagunk, Dry Skin, Toxic Mouth",https://scrapeme.live/shop/Croagunk/
28,Toxicroak,£145.00,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,Its knuckle claws secrete a toxin so vile that even a scratch could prove fatal.,108 in stock,4991,"Pokemon, Toxic Mouth","Dry Skin, Toxic Mouth, toxicroak",https://scrapeme.live/shop/Toxicroak/
28,Carnivine,£60.00,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.,245 in stock,3611,"Bug Catcher, Pokemon","Bug Catcher, carnivine, Levitate",https://scrapeme.live/shop/Carnivine/
28,Finneon,£172.00,"After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.","After long exposure to sunlight, the patterns on its tail fins shine vividly when darkness arrives.",66 in stock,1938,"Pokemon, Wing Fish","finneon, Swift Swim, Wing Fish",https://scrapeme.live/shop/Finneon/
28,Lumineon,£72.00,"To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.","To avoid detection by predators, it crawls along the seafloor using the two fins on its chest.",76 in stock,6600,"Neon, Pokemon","lumineon, Neon, Swift Swim",https://scrapeme.live/shop/Lumineon/
28,Mantyke,£121.00,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.","When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back.",117 in stock,5241,"Kite, Pokemon","Kite, mantyke, Water Absorb",https://scrapeme.live/shop/Mantyke/
28,Snover,£104.00,"In the spring, it grows berries with the texture of frozen treats around its belly.","In the spring, it grows berries with the texture of frozen treats around its belly.",143 in stock,3404,"Frost Tree, Pokemon","Frost Tree, snover, Snow Warning",https://scrapeme.live/shop/Snover/
28,Abomasnow,£46.00,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.,61 in stock,1468,"Frost Tree, Pokemon","abomasnow, Frost Tree, Snow Warning",https://scrapeme.live/shop/Abomasnow/
28,Magnezone,£190.00,It evolved from exposure to a special magnetic field. Three units generate magnetism.,It evolved from exposure to a special magnetic field. Three units generate magnetism.,108 in stock,1538,"Magnet Area, Pokemon","Magnet Area, magnezone, Sturdy",https://scrapeme.live/shop/Magnezone/
29,Lickilicky,£101.00,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,Their saliva contains lots of components that can dissolve anything. The numbness caused by their lick does not dissipate.,125 in stock,5442,"Licking, Pokemon","lickilicky, Licking, Oblivious",https://scrapeme.live/shop/Lickilicky/
29,Rhyperior,£79.00,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,It puts rocks in holes in its palms and uses its muscles to shoot them. Geodude are shot at rare times.,161 in stock,1070,"Drill, Pokemon","Drill, Lightning Rod, rhyperior",https://scrapeme.live/shop/Rhyperior/
29,Tangrowth,£108.00,"Its vines grow so profusely that, in the warm season, you can’t even see its eyes.","Its vines grow so profusely that, in the warm season, you can’t even see its eyes.",136 in stock,8824,"Pokemon, Vine","Chlorophyll, tangrowth, Vine",https://scrapeme.live/shop/Tangrowth/
29,Electivire,£61.00,"It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.","It pushes the tips of its two tails against the foe, then lets loose with over 20,000 volts of power.",155 in stock,5656,"Pokemon, Thunderbolt","electivire, Motor Drive, Thunderbolt",https://scrapeme.live/shop/Electivire/
29,Magmortar,£200.00,"It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.","It blasts fireballs of over 3,600 degrees Fahrenheit out of its arms. Its breath also sears and sizzles.",149 in stock,4979,"Blast, Pokemon","Blast, Flame Body, magmortar",https://scrapeme.live/shop/Magmortar/
29,Togekiss,£158.00,It shares many blessings with people who respect one another’s rights and avoid needless strife.,It shares many blessings with people who respect one another’s rights and avoid needless strife.,208 in stock,7955,"Jubilee, Pokemon","Jubilee, Serene Grace, togekiss",https://scrapeme.live/shop/Togekiss/
